TF pair	Coregulation coefficient	#genes shared	List of genes shared
MSN4:RTG1	8.06182	29	ARF1:DOM34:HMRA2:LIN1:MTF1:PEX32:POP7:PRP22:REC104:RLP7:SGE1:SLH1:STB4:TAF7:UPF3:YDR042C:YDR084C:YDR210WD:YEL010W:YGR071C:YGR272C:YJR011C:YKL071W:YLR053C:YLR302C:YMR098C:YMR178W:YOL159C:YSH1
HMRA2:HAP4	8.06451	2	MATALPHA1:MATALPHA2
SMP1:GAT3	8.07609	18	BSC3:COS1:COS3:MSR1:YBL111C:YDR543C:YDR544C:YER188CA:YER189W:YIL174W:YIL175W:YLR463C:YML133C:YNL337W:YNL338W:YRF11:YRF15:YRF16
MIG1:XBP1	8.0808	12	APT2:FSP2:HXT11:HXT12:HXT9:SOR1:SOR2:YDR442W:YIL171W:YIL172C:YLR042C:YOL157C
CAD1:YAP7	8.08475	29	ADY3:AHP1:ATR1:CCS1:CUP11:CUP12:CYT2:DCS2:DRE2:GSH1:GTT2:HSP31:LAP4:LSB6:MCH4:MRS4:NFU1:PTM1:RGP1:SOD2:SRX1:TAH18:TRX2:YCF1:YDR132C:YHB1:YKL071W:YLR022C:YLR108C
LEU3:HMS1	8.08625	3	ERG26:RRP6:YDR042C
YAP6:RGM1	8.12159	7	MSR1:YBL111C:YDR543C:YNL337W:YNL338W:YRF11:YRF16
MBP1:SWI6	8.12176	112	ABF1:AGA1:ASF1:BUD9:CDC2:CDC21:CDC45:CDC6:CDC7:CDC9:CLA4:CLB5:CLB6:CLN1:CLN2:CRH1:CUE4:CWP2:DIN7:DUN1:ECM33:EGD2:ELO1:ERP3:EXG1:FKS1:FKS3:GAS1:GAS3:GIC1:GIC2:GIN4:HCM1:HLR1:HO:IRR1:KRE6:LSM3:LSM4:MCD1:MDM31:MNN1:MNN5:MOT3:MRPL4:NCA3:OCH1:OPY2:PCL1:PDR16:PDS1:PDS5:PET54:PEX28:PLM2:POL1:PPN1:PUP3:RAD27:RAD51:RBA50:RNR1:RNR4:RPL37B:SCW10:SEN2:SKG6:SLM4:SMP2:SNA2:SPO12:SPT21:SRL1:SWE1:SWI4:TOF1:TOS2:TSL1:UFE1:VPS55:YCR064C:YDR115W:YDR509W:YDR524CB:YDR526C:YER078C:YER078WA:YER079W:YFR017C:YGR109WA:YGR109WB:YGR110W:YHP1:YHR151C:YKL096CB:YKL097C:YLR104W:YML100WA:YML102CA:YMR144W:YMR279C:YMR304CA:YMR306CA:YNL274C:YNR009W:YNR018W:YOR246C:YOR248W:YOX1:YPL056C:YPR158CC:YPR158CD
YAP6:RIM101	8.14995	46	AAD3:ACA1:APT2:ATR1:DDR48:ERG26:FET4:FLO1:FLO9:FRE4:FSP2:GAT2:GID8:HSP30:HXT11:HXT12:HXT15:HXT16:HXT9:IME1:MAK32:MGA1:ROX1:RPI1:RPS0B:SGA1:SOR2:SPO20:TCB2:YBL029W:YCR018CA:YDR084C:YDR089W:YDR442W:YEL070W:YIL171W:YIL172C:YIR020C:YJR011C:YLR047C:YLR413W:YMR172CA:YMR173WA:YMR258C:YOL157C:YPS3
MET32:MIG3	8.16993	2	YER189W:YRF12
PHO2:PDC2	8.17327	2	YLL025W:YLR046C
SPT23:ARR1	8.19336	2	HMRA2:YDR210WD
STP2:DAL80	8.25082	3	MATALPHA1:MATALPHA2:YCR041W
RTG3:MIG3	8.25309	3	MAK32:YCR018CA:YFR017C
RTG3:ARR1	8.26104	8	AAD3:AFG2:GDH3:HIM1:HMRA2:SRL2:YDR210WD:YMR135WA
YAP5:DAT1	8.27178	14	BSC3:MSR1:YDR543C:YDR544C:YER189W:YLR463C:YNL337W:YNL338W:YRF11:YRF12:YRF13:YRF15:YRF16:YRF17
HAC1:STB4	8.27814	2	ERJ5:YFR042W
HMLALPHA2:MCM1	8.30288	5	BAR1:MF(ALPHA)1:MF(ALPHA)2:STE2:STE6
RDS1:MGA1	8.30334	9	AAD3:ADH7:GLC7:NFU1:PEX32:POP7:PTM1:STB6:STO1
MATALPHA1:SUM1	8.30564	2	SPO74:SUA5
YER130C:MIG2	8.31255	2	SRP14:YDL094C
RIM101:YKR064W	8.34724	1	HXT16
YML081W:MET31	8.34724	1	YDR042C
YER130C:STB5	8.3612	2	BIR1:YJR088C
DAL81:MSN1	8.3717	4	FUI1:GLN1:KAE1:PRE7
YAP6:DAT1	8.40988	13	BSC3:ERG26:MSR1:YDR084C:YDR543C:YDR544C:YJR011C:YLR463C:YNL337W:YNL338W:YRF11:YRF15:YRF16
SMP1:FZF1	8.42257	7	CTF19:FUN26:SFL1:VPS55:VTC3:YIL002WA:YOR138C
UGA3:SIP4	8.42459	5	MAK32:YCR018CA:YER189W:YMR258C:YRF12
PDC2:MIG2	8.4317	1	HIM1
YAP6:MIG3	8.4488	5	HXT16:MAK32:SOR2:YCR018CA:YEL070W
TEC1:DAT1	8.47816	6	BSC3:YER189W:YLR463C:YNL337W:YRF12:YRF15
SUT1:IXR1	8.50159	8	APT2:RIX7:RPI1:YAL064W:YBL029W:YDR442W:YKR075C:YLL033W
ROX1:YPR196W	8.5034	2	YDR543C:YNL337W
NRG1:GAL80	8.50581	3	GAL1:GAL10:GAL7
HAC1:SIP4	8.53242	2	MAK32:YCR018CA
GAT3:GAL4	8.53652	16	COS1:HMLALPHA1:HMLALPHA2:MSR1:YBL109W:YBL111C:YBL112C:YBL113C:YCL065W:YDR544C:YER188CA:YER189W:YNL337W:YRF11:YRF13:YRF16
STP4:GAT3	8.5397	2	YER189W:YNL337W
SPT23:YAP1	8.5857	11	ENA1:MAK32:MRPL24:PRP21:RCY1:RSM10:TRF4:YBR099C:YCR018CA:YDR084C:YMR258C
MSN2:RTG1	8.58624	26	DOM34:HMRA2:LIN1:MTF1:PEX32:POP7:PRP22:REC104:RLP7:SGE1:STB4:TAF7:UPF3:YDR042C:YDR084C:YDR210WD:YEL010W:YGR071C:YGR272C:YJR011C:YKL071W:YLR053C:YLR302C:YMR178W:YOL159C:YSH1
YML081W:YAP7	8.59106	4	MAK32:YCR018CA:YDR042C:YDR278C
RTG3:ARG80	8.59598	9	ARG3:ARG5,6:CPA1:DLD3:MAK32:RML2:YCR018CA:YDR210WD:YOR302W
STP4:GAL4	8.59598	3	YER189W:YNL337W:YRF12
RLM1:CUP9	8.63877	7	CAF40:HXT15:HXT16:SED1:SOR1:SOR2:UTR2
HMRA1:DAL80	8.66175	2	MATALPHA1:MATALPHA2
HMLALPHA2:ZAP1	8.66551	1	HMLALPHA1
XBP1:GZF3	8.73515	15	AAD3:ADH7:BSC3:MSR1:YDR543C:YDR544C:YER189W:YLR463C:YNL337W:YNL338W:YRF11:YRF12:YRF13:YRF15:YRF16
MIG3:DAL80	8.75656	2	YER189W:YRF12
AZF1:ROX1	8.79765	15	HXT15:MRS1:MUC1:RPA34:RPS19A:SGA1:XBP1:YAP6:YAR009C:YBL029CA:YBL029W:YDR042C:YIR020C:YIR020WB:YPR013C
PHD1:CUP9	8.80724	14	HXT15:HXT16:MRS1:MUC1:RHO3:SGA1:SOR1:UTR2:XBP1:YBL029CA:YBL029W:YEL070W:YIR020C:YIR020WB
DAT1:HMS1	8.81834	1	ERG26
TEC1:STP4	8.82352	3	YER189W:YNL337W:YRF12
HMLALPHA1:CUP9	8.82612	1	SGA1
UPC2:STB5	8.85478	6	BIR1:CSN9:YDR179WA:YER138C:YJR088C:YPL113C
RIM101:NDT80	8.88415	5	POS5:PRP21:RCY1:YDR084C:YMR258C
SMP1:YER108C	8.90471	1	MUC1
RTG3:STP1	8.95627	28	CRM1:CSN9:DOS2:ECM9:GNP1:HMRA2:LYS20:MAK32:MTF1:ORC3:PET100:PRP22:SHU2:SMT3:SPO75:STB4:TAF7:UPF3:YCR018CA:YCR095C:YDR042C:YDR067C:YDR084C:YDR179WA:YGR071C:YJR011C:YLR302C:YOL159C
CST6:DAT1	8.98876	2	YER189W:YRF12
YER184C:STB5	9.009	1	DPL1
MIG3:SUT1	9.01713	2	HXT16:SOR2
YAP3:STP2	9.01713	1	FIG1
NRG1:YML081W	9.02527	5	MAK32:PDR5:YCR018CA:YDR042C:YLR112W
STP1:DAT1	9.03478	6	ERG26:HMRA2:UPF3:YDR084C:YGR071C:YJR011C
UGA3:PDR1	9.11951	20	ADH7:BSC3:MSR1:VIK1:VPS55:YBL109W:YBL111C:YBL112C:YBL113C:YDR282C:YDR544C:YER189W:YLL065W:YLR463C:YNL337W:YNL338W:YPL251W:YRF11:YRF15:YRF16
SPT23:HAL9	9.12075	5	ERG26:HMRA2:YDR084C:YJR011C:YMR258C
HSF1:CUP2	9.12408	2	CUP11:CUP12
XBP1:YKR064W	9.14913	1	HXT16
PDC2:GAT1	9.1575	2	HIM1:YDR042C
MSN4:MSN2	9.18251	116	AHP1:ALD2:ALD3:ALG7:ATR1:BTN2:CBP2:CCP1:CTR1:CTT1:CUE4:DDR2:DDR48:DOM34:DOS2:DYN1:EFB1:ERG6:GDH3:GLK1:GPT2:GPX2:GRE3:HMRA2:HOR2:HSP104:HSP12:HSP30:HSP78:HXK1:ILM1:ISU2:LIN1:LST8:LYS20:MDH1:MEI4:MOT2:MRS4:MTF1:NNF2:PEX32:PGM2:POP7:PRP22:REC104:RHO4:RLP7:RNR3:RNY1:ROD1:RPF1:SGE1:SIS1:SNQ2:SOD2:SSA1:SSA2:SSA3:SSA4:STB4:STE5:SUC2:TAF7:TDH3:TKL2:TOM1:TPS1:TPS2:TRP4:TRR1:TRX2:TSA1:TSA2:TSL1:TYR1:UPF3:VPS52:YAP1:YBL059W:YBR012C:YBR013C:YDL180W:YDR010C:YDR042C:YDR067C:YDR084C:YDR098CA:YDR098CB:YDR102C:YDR210WD:YDR455C:YEL010W:YER066CA:YGP1:YGR050C:YGR071C:YGR272C:YHR048W:YJR011C:YJR054W:YKL071W:YLR053C:YLR108C:YLR302C:YML102CA:YMR086CA:YMR087W:YMR172CA:YMR173WA:YMR178W:YMR315W:YNL134C:YOL159C:YOR227W:YSH1
UGA3:GAL4	9.19512	15	ADH7:MSH5:MSR1:VPS55:YBL109W:YBL111C:YBL112C:YBL113C:YDR544C:YER189W:YLL065W:YNL337W:YRF11:YRF12:YRF16
ARG81:ARR1	9.19681	3	NVJ1:YMR086CA:YMR087W
RTG3:YML081W	9.19681	3	MAK32:YCR018CA:YDR042C
THI2:DAT1	9.21446	4	ERG26:UPF3:YGR071C:YJR011C
YAP6:YML081W	9.21489	5	DFR1:MAK32:RPA34:YCR018CA:YDR042C
YAP3:ARR1	9.24214	2	FIG1:VPS55
NRG1:CUP9	9.24824	21	APT2:GAC1:HXT15:HXT16:MRS1:MUC1:RHO3:RPI1:SED1:SGA1:SOR1:SOR2:UTR2:XBP1:YAP6:YBL029CA:YBL029W:YDR442W:YEL070W:YIR020C:YIR020WB
TEC1:PDC2	9.25069	2	HIM1:STP1
GAL4:ARR1	9.25313	7	AAD3:AFG2:SRL2:VPS55:YMR086CA:YMR087W:YMR135WA
MSS11:ARR1	9.25497	2	AAD3:HIM1
CHA4:ARR1	9.26998	4	MATALPHA1:MATALPHA2:YCR041W:YMR135WA
SIP4:SPT23	9.27357	3	MAK32:YCR018CA:YMR258C
NDT80:PPR1	9.27643	2	PRP21:RCY1
HMLALPHA1:AZF1	9.29368	1	SGA1
NRG1:MIG3	9.32545	6	HXT16:MAK32:SOR2:YCR018CA:YEL070W:YFR017C
SUT1:RIM101	9.3366	19	ACA1:APT2:ATR1:ERG26:FLO9:GAT2:GID8:HXT16:HXT6:MGA1:PRR2:RPI1:SGA1:SOR2:YBL029W:YDR133C:YDR134C:YDR442W:YIR020C
STP2:GZF3	9.35453	3	MATALPHA1:MATALPHA2:YCR041W
RGM1:ROX1	9.36079	7	MSR1:YBL111C:YDR543C:YNL337W:YNL338W:YRF11:YRF16
MAL33:AFT2	9.39849	22	AAD3:ADH7:AFG2:DBF4:FUN26:KTR3:MRPL4:VID30:VIK1:VPS55:XBP1:YBR204C:YBR206W:YER189W:YFR017C:YIL100W:YJL067W:YJL068C:YMR135WA:YPL251W:YRF12:ZWF1
MAL33:UGA3	9.42126	7	ADH7:VIK1:VPS55:YER189W:YPL251W:YRF12:ZWF1
UPC2:YAP3	9.42211	3	SRP14:YDL094C:YNR054C
RPH1:GAL80	9.48766	1	YDR282C
GZF3:GAL4	9.49567	18	AAD3:ADH7:HMLALPHA1:HMLALPHA2:MSR1:YBL109W:YBL111C:YBL112C:YBL113C:YCL065W:YDR544C:YER189W:YLL065W:YNL337W:YRF11:YRF12:YRF13:YRF16
YML081W:MET4	9.5057	1	DFR1
HAP4:GAT3	9.51788	26	BSC3:COS1:HMLALPHA1:HMLALPHA2:MATALPHA1:MATALPHA2:MET14:MSR1:YBL111C:YCL065W:YCR041W:YDR543C:YDR544C:YER188CA:YER189W:YHL049C:YIL174W:YIL175W:YLR463C:YNL337W:YNL338W:YRF11:YRF13:YRF15:YRF16:YRF17
YAP6:CUP9	9.53505	21	APT2:CAF40:GAC1:HXT15:HXT16:MRS1:MUC1:RHO3:RPI1:SED1:SGA1:SOR1:SOR2:UTR2:XBP1:YBL029CA:YBL029W:YDR442W:YEL070W:YIR020C:YIR020WB
PDC2:MET31	9.58772	1	YDR042C
GZF3:ARR1	9.63205	5	AAD3:HMRA2:MATALPHA1:MATALPHA2:YCR041W
UGA3:YAP3	9.63391	4	EXO84:MRPL24:SIF2:VPS55
THI2:ARG80	9.63762	5	ARG3:MAK32:RML2:YCR018CA:YDR048C
MIG2:YRR1	9.68054	4	SRP14:TCB3:YDL094C:YER134C
STP4:CHA4	9.68054	2	YER189W:YRF12
YDR266C:RPH1	9.68992	1	YER138C
GLN3:DAL81	9.70529	52	ARG1:ARG3:ASN1:BAT2:CAN1:CHA1:CPA2:CPS1:DAL1:DAL2:DAL3:DAL4:DAL5:DAL7:DIP5:DUR1,2:DUR3:FRS2:GAP1:GAT1:GDH1:GDH2:GLN1:GLT1:GNP1:LAP4:MCH4:MEP2:MGA2:NOC4:OPT2:PTR2:PUT1:RFA3:SMT3:SRP40:TIP41:UGA1:UGA3:UGA4:UTH1:VAC17:VBA1:YDR090C:YEL007W:YKR040C:YLR257W:YMR1:YNL143C:YOR315W:YPR038W:YPR039W
MIG3:GLN3	9.72526	4	MAK32:YCR018CA:YER189W:YRF12
RTG3:SPT23	9.74831	11	DOM34:ENA1:HMRA2:MAK32:MRPL24:RLP7:RSM10:YCR018CA:YDR084C:YDR210WD:YJR011C
MSN4:YPR196W	9.75292	3	YER189W:YNL337W:YRF12
SKO1:CUP9	9.77198	3	SED1:YBL029CA:YBL029W
STP1:STP2	9.86923	4	BAP2:STE5:YDR048C:YDR102C
SMP1:PDR1	9.86967	44	BSC3:BUL2:COS1:COS3:CTF19:EGD2:FUN26:HRK1:MDM31:MSR1:MUM2:PAC1:RPL12A:RPL16A:RPL23A:RPL36B:RPS24A:SFL1:SIN4:SMP2:VIK1:VPS55:VTC3:YBL111C:YDR366C:YDR543C:YDR544C:YER188CA:YER189W:YIL002WA:YIL174W:YIL175W:YLR162WA:YLR463C:YML133C:YNL337W:YNL338W:YOR138C:YOR268C:YPL251W:YPR1:YRF11:YRF15:YRF16
STP4:LEU3	9.88142	3	YER189W:YNL337W:YRF12
CYC8:HAC1	10	1	IME1
PDR3:SPT23	10.01001	3	MRPL24:SPP2:YMR258C
SRD1:PDR1	10.02004	3	VIK1:YFR017C:YPL251W
HAC1:ARG80	10.03512	2	MAK32:YCR018CA
SUT1:YKR064W	10.04016	1	HXT16
RTG1:HAL9	10.06643	10	HMRA2:SGE1:SLH1:STB4:UPF3:YDR042C:YDR084C:YGR071C:YJR011C:YOL159C
STP4:STB5	10.09081	2	BNR1:POT1
SRD1:STP1	10.10611	2	PEX32:POP7
ARG81:HMS1	10.12145	2	AAR2:SPS2
YKR064W:RLM1	10.12145	1	HXT16
HAP1:RGM1	10.18774	7	MSR1:YDR543C:YER189W:YNL337W:YNL338W:YRF11:YRF16
RTG3:GAT1	10.19031	34	ARG3:CPA2:CRM1:DAL2:DOM34:DOS2:ENA1:HIM1:HMRA2:MAK32:MEI4:MRPL24:MTF1:NOP16:PET100:RLP7:RSM10:SHU2:SPS2:STB4:TAF7:UPF3:YCR018CA:YDR042C:YDR067C:YDR084C:YDR210WD:YGR071C:YJR011C:YLR302C:YMR098C:YMR1:YMR178W:YOL159C
ZAP1:DAL80	10.19664	7	MATALPHA1:MATALPHA2:YCR041W:YER189W:YNL337W:YRF11:YRF16
RIM101:CUP9	10.19991	10	APT2:HXT15:HXT16:RPI1:SGA1:SOR2:YBL029W:YDR442W:YEL070W:YIR020C
MIG1:CUP9	10.20234	6	APT2:GAC1:SOR1:SOR2:YDR442W:YEL070W
GAT1:DAT1	10.2384	7	ERG26:HMRA2:UPF3:YDR084C:YDR520C:YGR071C:YJR011C
STP2:GAT3	10.30219	3	MATALPHA1:MATALPHA2:YCR041W
DAL80:GAT3	10.32346	15	MATALPHA1:MATALPHA2:MSR1:YBL109W:YBL111C:YBL112C:YBL113C:YCR041W:YDR543C:YDR544C:YER189W:YNL337W:YNL338W:YRF11:YRF16
YAP6:YER108C	10.36269	2	FLO1:MUC1
UGA3:GAL80	10.39501	1	YDR282C
MSN4:DAT1	10.41365	18	BSC3:HMRA2:MSR1:UPF3:YDR084C:YDR520C:YDR544C:YER189W:YGR071C:YJR011C:YLR463C:YNL337W:YRF11:YRF12:YRF13:YRF15:YRF16:YRF17
YDR026C:WAR1	10.46025	1	POL5
ZAP1:MET31	10.48218	4	EGD2:MDM31:ZRT1:ZRT2
ZAP1:GAL4	10.4834	9	COS1:HMLALPHA1:HMLALPHA2:YCL065W:YER188CA:YER189W:YNL337W:YRF11:YRF16
MET32:MET28	10.52446	6	BUB1:MET10:MET14:MET16:MET3:SRB8
YER130C:HAC1	10.72961	1	YFR007W
SIP4:ARR1	10.73345	3	HIM1:YMR086CA:YMR087W
PDC2:MET4	10.79913	1	YLL025W
STP4:DAL80	10.80691	3	YER189W:YNL337W:YRF12
PDR3:YML081W	10.82251	1	PDR5
MIG3:MOT3	10.82837	2	HXT16:YEL070W
SWI5:RGM1	10.83088	7	COS1:YBL111C:YDR543C:YER188CA:YER189W:YRF11:YRF17
INO2:CUP2	10.83423	1	SOD1
DAT1:GAL4	10.90661	8	MSR1:YDR544C:YER189W:YNL337W:YRF11:YRF12:YRF13:YRF16
SWI4:SWI6	10.92146	121	AGA1:BAT2:BUD9:CDC6:CIS3:CLA4:CLB2:CLB6:CLN1:CLN2:CRH1:CTS1:CUE4:CWP1:CWP2:ECM33:ELO1:ERG3:EXG1:FKS3:GAS1:GAT2:GIC1:GIC2:GID8:GIN4:GON7:HCM1:HHO1:HLR1:HO:HTA1:HTB1:HXK2:KRE6:LSM3:LSM4:MID2:MNN1:MNN5:MOT3:MPT5:MRPL4:MSB2:NAN1:NDD1:NUD1:OCH1:PCL1:PCL2:PDR16:PET54:PEX28:PLM2:PPN1:PRY2:PSA1:RBA50:RMI1:RNR1:RPL18B:RPL37B:SCW10:SCW4:SIM1:SKG6:SKM1:SKS1:SLM4:SNA2:SNU71:SOK2:SPO20:SPS4:SPT21:SPT8:SRL1:SVS1:SWE1:TOS2:TOS3:TSL1:TYE7:UTH1:UTR2:YCR064C:YDR509W:YDR524CB:YDR526C:YEL001C:YER078C:YER078WA:YER079W:YFR017C:YGR109WA:YGR109WB:YHP1:YIL056W:YJL185C:YJR054W:YKL096CB:YKL097C:YKR011C:YKR040C:YML100WA:YML102CA:YMR144W:YMR279C:YMR304CA:YMR306CA:YNL300W:YOL114C:YOR246C:YOR248W:YOR315W:YOR378W:YOX1:YPL025C:YPL056C:YPR158CC:YPR158CD
RIM101:XBP1	10.92666	26	AAD3:ACA1:APT2:DDR48:FSP2:HSP30:HXT11:HXT12:HXT16:HXT9:IME1:MGA1:RPI1:SGA1:SOR2:TCB2:UTH1:YBL029W:YDR442W:YIL171W:YIL172C:YIR020C:YKR040C:YMR172CA:YMR173WA:YOL157C
MAL33:RPH1	10.9356	9	AAD3:ADH7:MRPL4:VIK1:YFR017C:YJL067W:YJL068C:YPL251W:ZWF1
UGA3:ARR1	10.96491	5	MATALPHA1:MATALPHA2:VPS55:YCR041W:YDR210WD
UGA3:STP2	10.99303	3	MATALPHA1:MATALPHA2:YCR041W
FZF1:MSN1	11.0011	1	HYM1
GLN3:CRZ1	11.02535	1	ENA1
GLN3:YML081W	11.08954	4	MAK32:RPA34:YCR018CA:YDR278C
GZF3:YML081W	11.13585	2	MAK32:YCR018CA
GLN3:YPR196W	11.18568	2	YER189W:YRF12
MSN4:RGM1	11.25549	11	COS1:MSR1:YBL111C:YER188CA:YER189W:YIL174W:YIL175W:YNL337W:YRF11:YRF16:YRF17
YER108C:RIM101	11.27395	1	FLO1
MOT3:AZF1	11.3049	7	AAR2:HXT15:MRS1:MUC1:SGA1:YIR020C:YIR020WB
STP2:CHA4	11.34215	3	MATALPHA1:MATALPHA2:YCR041W
RDS1:GAL80	11.37656	1	YKL077W
THI2:MIG3	11.38952	2	MAK32:YCR018CA
LYS14:STP1	11.41552	1	LYS1
YAP1:CRZ1	11.42857	1	ENA1
ACA1:PDR1	11.44164	1	YDR332W
YAP6:YKR064W	11.48985	3	HXT16:YHR048W:YMR315W
MIG3:ZAP1	11.53402	1	YER189W
RGM1:HAL9	11.58748	3	COS1:YNL337W:YRF16
YDR266C:TYE7	11.64144	2	BIR1:YJR088C
DAL80:ARR1	11.64919	7	MATALPHA1:MATALPHA2:PET111:SRL2:YCR041W:YMR086CA:YMR087W
HMRA2:HMS2	11.65501	1	STE3
ARO80:RGT1	11.6618	2	HXT1:YHR095W
CAD1:YAP1	11.69761	32	AHP1:ATR1:CCS1:CTT1:CYT2:DDR2:DRE2:GLY1:GSH1:GTT2:HIS3:HSP12:HSP31:IES6:LSB6:MCH4:MRS4:PHO81:PTP2:RRI2:SOD2:SRX1:SSA1:TPS2:TRX1:TRX2:YCF1:YDR132C:YEL045C:YHB1:YLL058W:YLR108C
CYC8:MOT3	11.72791	3	CYC1:FLO1:SUC2
MAL33:STP4	11.7855	2	YER189W:YRF12
STP1:GAT1	11.80733	29	BMS1:CRM1:DOS2:ERG26:EXO70:HMRA2:LIN1:MAK32:MSO1:MTF1:PET100:PRP3:REC104:SHU2:STB4:TAF7:UPF3:VPS63:YBL104C:YCR018CA:YDR042C:YDR067C:YDR084C:YGR071C:YJR011C:YLR302C:YOL159C:YPL216W:YPT6
HMRA1:UGA3	11.82033	2	MATALPHA1:MATALPHA2
MIG3:RTG1	11.86943	2	MAK32:YCR018CA
DAT1:RTG1	11.87084	5	HMRA2:UPF3:YDR084C:YGR071C:YJR011C
HCM1:ECM22	11.87648	1	ERG2
CUP2:ACE2	11.93317	2	CUP11:CUP12
MIG3:MIG1	11.98322	2	SOR2:YEL070W
HMRA2:MCM1	12.0048	3	STE2:STE3:STE6
XBP1:CUP9	12.02054	11	APT2:ECM13:HXT16:RPI1:SED1:SGA1:SOR1:SOR2:YBL029W:YDR442W:YIR020C
ACE2:YPR196W	12.08459	2	YER189W:YRF12
ZAP1:HAP4	12.13985	15	COS1:EGD2:HMLALPHA1:HMLALPHA2:MATALPHA1:MATALPHA2:MDM31:YCL065W:YCR041W:YER188CA:YER189W:YHR145C:YNL337W:YRF11:YRF16
CHA4:WAR1	12.14083	3	YCR082W:YNL010W:YNL011C
YBR033W:FKH1	12.18026	2	EDC3:YEL016C
YDR026C:STB4	12.20008	3	PRP2:URK1:VAS1
SRD1:MGA1	12.23241	2	PEX32:POP7
HMS1:AZF1	12.29256	2	AAR2:YDR042C
HAP1:DAT1	12.32177	14	BSC3:ERG26:MSR1:YDR543C:YDR544C:YER189W:YLR463C:YNL337W:YNL338W:YRF11:YRF12:YRF13:YRF15:YRF16
MIG3:CHA4	12.34567	2	YER189W:YRF12
GAT1:YML081W	12.36603	3	MAK32:YCR018CA:YDR042C
SRD1:BAS1	12.43008	2	VIK1:YPL251W
SRD1:MAC1	12.48439	2	VIK1:YPL251W
YKR064W:ROX1	12.51564	3	HXT16:YHR048W:YMR315W
SUT1:CUP9	12.55808	10	APT2:ECM13:HXT16:RPI1:SED1:SGA1:SOR2:YBL029W:YDR442W:YIR020C
ASH1:MSS11	12.57861	6	AAD3:AXL2:RMI1:YIL141W:YMR103C:YPL025C
YAP5:GAT3	12.59763	55	BSC3:COS1:COS3:COS4:COS8:HMLALPHA1:HMLALPHA2:IWR1:MATALPHA1:MATALPHA2:MSR1:RPL13A:RPL2B:RPL39:RPS16B:RPS18A:RPS22A:UTP6:YBL109W:YBL111C:YBL112C:YBL113C:YCL065W:YCR041W:YDL114W:YDR543C:YDR544C:YEL074W:YEL075C:YEL076C:YEL076CA:YER188CA:YER189W:YFL063W:YFL064C:YFL065C:YHL049C:YIL174W:YIL175W:YIL177C:YJL225C:YLR462W:YLR463C:YLR464W:YML133C:YNL337W:YNL338W:YPR202W:YPR203W:YRF11:YRF13:YRF14:YRF15:YRF16:YRF17
MET32:PIP2	12.61117	19	BUB1:CTA1:FAA2:FUN12:GAL1:GAL10:IDP2:MRF1:MSS4:MTW1:RBG1:RPA34:SDS24:TCB3:TOM71:TPD3:UME6:VMA2:YOL083W
PDC2:AZF1	12.65822	1	YDR042C
RDS1:MSS11	12.68713	5	AAD3:ADH7:ERG1:YGR176W:YMR103C
STP4:GZF3	12.69572	3	YER189W:YNL337W:YRF12
CUP2:YAP7	12.7011	3	CUP11:CUP12:SOD1
YAP5:YPR196W	12.74291	4	YDR543C:YER189W:YNL337W:YRF12
RIM101:YML081W	12.79317	3	MAK32:YCR018CA:YDR278C
PDC2:SIP4	12.82051	1	HIM1
SMP1:DAT1	12.85196	11	BSC3:MSR1:YDR543C:YDR544C:YER189W:YLR463C:YNL337W:YNL338W:YRF11:YRF15:YRF16
RIM101:SPT23	12.86248	11	ERG26:MAK32:PRP21:RCY1:RPS0B:TRF4:YCR018CA:YDR084C:YJR011C:YLR047C:YMR258C
MIG3:MIG2	12.8949	2	HXT16:YEL070W
UPC2:HMS2	12.9053	8	BIR1:TRS33:YDR210WD:YDR282C:YER138C:YFR007W:YJR088C:YNR054C
LYS14:RLM1	12.95336	1	LYS9
YER130C:MGA1	12.95756	4	BIR1:RAD28:YDR031W:YJR088C
ZAP1:ARR1	12.95896	3	MATALPHA1:MATALPHA2:YCR041W
YER184C:SFP1	13.01236	2	MER1:YNL211C
STP1:YML081W	13.04915	3	MAK32:YCR018CA:YDR042C
CUP9:ROX1	13.06549	24	APT2:CAF40:GAC1:HXT15:HXT16:MRS1:MUC1:RHO3:RPI1:RSM26:SED1:SGA1:SOR1:SOR2:UTR2:XBP1:YAP6:YBL029CA:YBL029W:YDR442W:YEL070W:YIR020C:YIR020WB:YJR100C
AFT2:YPR196W	13.089	3	YER189W:YNL337W:YRF12
HMS2:GAL80	13.089	1	YDR282C
PDR1:GAT3	13.10615	33	BSC3:COS1:COS3:MSR1:RPL13A:RPL2B:RPS16B:YBL109W:YBL111C:YBL112C:YBL113C:YCL074W:YDR543C:YDR544C:YER188CA:YER189W:YHL049C:YIL174W:YIL175W:YLR462W:YLR463C:YLR464W:YML133C:YNL337W:YNL338W:YPR202W:YPR203W:YRF11:YRF13:YRF14:YRF15:YRF16:YRF17
UGA3:YML081W	13.11475	2	MAK32:YCR018CA
YKR064W:MOT3	13.1406	1	HXT16
THI2:YML081W	13.14924	2	MAK32:YCR018CA
HAP4:DAT1	13.16655	14	BSC3:ERG26:MSR1:YDR543C:YDR544C:YER189W:YLR463C:YNL337W:YNL338W:YRF11:YRF13:YRF15:YRF16:YRF17
SKO1:AZF1	13.17957	4	YBL029CA:YBL029W:YHL041W:YPR013C
