TF-pair	Coregulation-coefficient	#genes shared	list of genes shared
UPC2:RTG1	4.25894	3	CIT2:YDR210WD:YJR100C
YAP3:SPT23	4.25894	1	MRPL24
XBP1:AZF1	4.25939	4	CLN3:SGA1:YBL029W:YIR020C
HMRA2:YAP1	4.27533	1	STE2
MIG3:HAP1	4.27533	2	YER189W:YRF12
XBP1:CIN5	4.27559	28	ACA1:APT2:DDR48:ECM13:FSP2:HMS2:HSP30:HXT11:HXT12:HXT16:HXT9:IME1:MGA1:RPI1:RPS4A:SED1:TCB2:YBL029W:YDR442W:YGR035C:YIL171W:YIL172C:YIR020C:YJR146W:YKL044W:YMR172CA:YMR173WA:YOL157C
SKN7:SKO1	4.28082	9	DDR48:MOT3:SOK2:SPO20:YBL029CA:YBL029W:YMR172CA:YMR173WA:YPR013C
CYC8:MIG2	4.28265	1	SUC2
PHD1:ROX1	4.28346	34	AMN1:CYC7:DIP5:ERG11:FET4:FSP2:GAT2:GID8:GIT1:HAP4:HCM1:HXT15:HXT16:HXT9:KTI12:MRS1:MUC1:RHO3:SGA1:SOK2:SOR1:SPO20:TAT1:UTR2:XBP1:YBL029CA:YBL029W:YCR064C:YEL070W:YIL056W:YIR020C:YIR020WB:YPL230W:YPR013C
MET28:PPR1	4.28449	1	BUB1
YRR1:PIP2	4.28449	2	BUB1:TCB3
MAL33:RDS1	4.28571	3	AAD3:ADH7:ZWF1
CST6:YRR1	4.30663	1	ATG7
OAF1:MET28	4.31313	2	BUB1:SRB8
RPN4:YAP3	4.31816	5	ALG13:MFA2:MRT4:RPT6:UFD4
NDT80:SIP4	4.32713	1	YMR258C
UGA3:ARG81	4.32962	3	YDL068W:YDL071C:YDR084C
UME6:CAT8	4.33964	3	ACS1:SFC1:SIP4
UGA3:MSN4	4.3411	16	BSC3:LIN1:MSR1:REC104:YBL111C:YDR084C:YDR210WD:YDR544C:YER189W:YLR463C:YNL337W:YRF11:YRF12:YRF15:YRF16:ZWF1
RPH1:HSF1	4.34303	13	CPR1:CTH1:CUE4:GIR2:HOM2:RPA14:SSA3:SSC1:TAH11:TSL1:YDR154C:YDR157W:YML102CA
RIM101:AZF1	4.34357	4	HXT15:SGA1:YBL029W:YIR020C
MSS11:ROX1	4.34593	6	AAD3:ADH7:ATP19:AVO1:REX4:YMR103C
SWI5:YDR266C	4.34782	1	YER138C
RCS1:YPR196W	4.34971	2	YDR543C:YNL337W
MIG2:MOT3	4.35019	4	HXT15:HXT16:SUC2:YEL070W
MAC1:ROX1	4.35413	15	COQ6:EGD2:FET4:GND2:MDM31:MRM2:PHO23:RPA34:RPL1B:RSM26:SRM1:YAR009C:YJR100C:YPR108WA:YPR109W
ARO80:BAS1	4.35615	5	SNO3:SNZ3:VIK1:YIL002WA:YPL251W
GZF3:HAL9	4.35729	5	ERG26:HMRA2:YDR084C:YNL337W:YRF16
RDS1:SPT23	4.36681	2	YDR084C:YDR210WD
ASH1:ARG81	4.37509	3	ARG3:YDL068W:YDL071C
MET28:GZF3	4.37828	2	IZH3:NOT3
BAS1:CAT8	4.38788	1	JEN1
MSN4:HAL9	4.39038	17	COS1:CRM1:HMRA2:SGE1:SLH1:STB4:UPF3:YDR042C:YDR084C:YDR098CA:YDR098CB:YGR071C:YJR011C:YNL134C:YNL337W:YOL159C:YRF16
HMLALPHA1:RLM1	4.39174	1	HOG1
OAF1:CAT8	4.39174	1	IDP2
RPH1:YRR1	4.39753	2	PRP22:YER138C
SWI6:RLM1	4.40181	19	CCW12:CIS3:CRH1:CWP1:EGD2:EXG1:FKS1:GIC2:HOG1:MDM31:MID2:MNN1:SNA2:SPS4:UTR2:YDR524CB:YEL001C:YLR111W:YOR315W
MAL33:MAC1	4.40819	4	AFG2:FUN26:VIK1:YPL251W
HAP4:DAL80	4.40833	14	GDH1:MATALPHA1:MATALPHA2:MSR1:PRP3:YBL111C:YCR041W:YDR543C:YDR544C:YER189W:YNL337W:YNL338W:YRF11:YRF16
RGT1:PHD1	4.41111	2	HXT2:HXT3
RIM101:ROX1	4.43232	20	AAD3:APT2:FET4:FSP2:GAT2:GID8:HXT11:HXT15:HXT16:HXT9:RPI1:SGA1:SOR2:SPO20:YBL029W:YDR442W:YEL070W:YIR020C:YOL157C:YPR109W
YOX1:YML081W	4.43409	4	MAK32:YCR018CA:YDR042C:YDR278C
SWI5:RME1	4.44354	11	DFR1:SEN2:SFL1:SMP2:SRD1:YER078C:YER078WA:YER079W:YFR017C:YML125C:YOR138C
SKO1:RLM1	4.44707	3	CWP1:SED1:YHL041W
XBP1:PHD1	4.45379	18	ACA1:CLN3:FKS3:FSP2:GIC2:HXT12:HXT16:HXT9:IME1:MGA1:SCW10:SGA1:SOR1:YBL029W:YIL171W:YIL172C:YIR020C:YMR304CA
IXR1:RTG1	4.45699	3	RSM26:YDR084C:YJR100C
MBP1:ACE2	4.45836	41	AFG2:BUD9:CDC6:CUE4:DSE1:DSE2:EGD2:FLO9:GDH3:GLO1:HOT13:LSM3:MCM2:MCR1:MDM31:MRP8:MRPL4:NIS1:NVJ1:RBA50:RSP5:SBH1:SCP160:SMP2:SNA2:SPB1:TPM1:TSL1:VPS55:YDR524CB:YER078C:YER078WA:YER079W:YER087CA:YFR017C:YGR125W:YKL151C:YML003W:YML100WA:YML102CA:YNR018W
TEC1:GZF3	4.46927	8	AAD3:BSC3:YER189W:YLL065W:YLR463C:YNL337W:YRF12:YRF15
NRG1:XBP1	4.47673	26	AAD3:ACA1:ADH7:APT2:FSP2:HXT11:HXT12:HXT16:HXT9:IME1:MGA1:RPI1:SED1:SGA1:SOR1:SOR2:TCB2:YBL029W:YDR442W:YGR035C:YGR050C:YIL171W:YIL172C:YIR020C:YKL044W:YOL157C
GZF3:RTG1	4.47707	5	HMRA2:MAK32:YCR018CA:YDR084C:YMR098C
HMLALPHA1:SUT1	4.48028	1	SGA1
RPN4:RGM1	4.48698	3	YNL337W:YNL338W:YRF16
MET28:SPT23	4.49034	1	IZH3
XBP1:RLM1	4.49415	9	BSC3:GIC2:HXT16:MUM2:SED1:SOR1:SOR2:YLR463C:YRF15
STP4:PIP2	4.50045	1	POT1
YAP6:GAT3	4.50585	18	BSC3:IWR1:MSR1:YBL109W:YBL111C:YBL112C:YBL113C:YDL114W:YDR543C:YDR544C:YLR463C:YNL337W:YNL338W:YPR202W:YPR203W:YRF11:YRF15:YRF16
SMP1:XBP1	4.51292	14	BSC3:MSR1:MUM2:YDR543C:YDR544C:YER189W:YIR020C:YLR463C:YNL337W:YNL338W:YPC1:YRF11:YRF15:YRF16
HMRA1:YAP5	4.51331	3	HMLALPHA1:MATALPHA1:MATALPHA2
TEC1:UGA3	4.51787	7	BSC3:YER189W:YLL065W:YLR463C:YNL337W:YRF12:YRF15
STP1:MSN4	4.52291	26	CRM1:DOS2:HMRA2:LIN1:LYS20:MTF1:PEX32:POP7:PRP22:REC104:STB4:STE5:TAF7:UPF3:YBL104C:YDR042C:YDR067C:YDR084C:YDR098CA:YDR098CB:YDR102C:YGR071C:YGR283C:YJR011C:YLR302C:YOL159C
MCM1:FKH2	4.52367	39	ACE2:ALK1:ATG26:BUD4:CDC20:CHS2:CIS3:CLB1:CLB2:DBF2:EKI1:HOF1:JSN1:KGD2:KIN3:MMR1:NUM1:PMA1:PPN1:RAX2:SCO1:SIM1:SPO12:SPS4:SUR7:SWI5:UTH1:YBR138C:YBR139W:YHP1:YHR151C:YIL158W:YJL051W:YKR040C:YML053C:YMR031C:YNL056W:YNL058C:YOR315W
MIG3:PHD1	4.52386	2	HXT16:YEL070W
YDR266C:PUT3	4.52693	1	YER138C
HMLALPHA2:ARO80	4.53103	1	HMLALPHA1
MET32:SIP4	4.53463	4	SEN1:YER189W:YLR428C:YRF12
SWI4:PHD1	4.53622	40	CIS3:CYC8:FKS3:FTR1:GAT2:GIC2:GID8:HCM1:LSM5:MGA1:MRS1:MUC1:PCL1:PPN1:PRY2:RAD16:RBA50:RHO5:RMI1:RPS3:SCW10:SCW4:SNA2:SNQ2:SOK2:SPO20:TOS1:UTR2:YCR064C:YDR010C:YDR524CB:YHP1:YIL056W:YIR020C:YIR020WB:YKR011C:YMR304CA:YPL025C:YPR013C:YSY6
RPN4:YPR196W	4.54132	1	YNL337W
SWI5:YAP3	4.54586	5	HRD3:MFA2:VPS55:YAR009C:YNL146CA
STP1:MET4	4.54793	5	INH1:MSO1:MUP1:ORC3:SPO75
RTG3:MOT3	4.54896	10	AFG2:BTN2:HSP30:IDH1:ISU1:NCE103:SED1:YPL137C:ZRT1:ZRT2
SMP1:HAP4	4.55429	22	BSC3:COS1:ECM15:EGD2:MDM31:MNN1:MSR1:YBL111C:YDR543C:YDR544C:YEL001C:YER188CA:YER189W:YIL002WA:YIL174W:YIL175W:YLR463C:YNL337W:YNL338W:YRF11:YRF15:YRF16
HMRA2:PDR1	4.55996	1	STE6
RIM101:HMS2	4.5676	6	MGA1:RPI1:SPO20:UTH1:YDR282C:YKR040C
SKN7:AZF1	4.57456	11	ERG6:KNS1:RPA34:SGA1:XBP1:YAP1:YBL029CA:YBL029W:YLL020C:YML007CA:YPR013C
YER108C:YAP5	4.58085	1	FLO1
RPH1:HMS2	4.58505	4	PRP22:YDR210WD:YDR282C:YER138C
STP2:HAP4	4.59136	3	MATALPHA1:MATALPHA2:YCR041W
HMLALPHA2:CHA4	4.59558	1	HMLALPHA1
HAC1:GZF3	4.59664	2	MAK32:YCR018CA
MET32:YML081W	4.5977	1	RPA34
SUT1:SKN7	4.59812	25	AAC1:ACO1:APT2:FLO9:GAT2:GID8:HAP4:IDH2:MGA1:MOT3:MSN2:MSN4:OLE1:PCK1:RPI1:RPS3:SDS23:SET4:SGA1:SKS1:SOK2:YBL029W:YDR442W:YKR075C:YPL230W
SIP4:LEU3	4.59875	4	MAK32:YCR018CA:YER189W:YRF12
STP4:HAL9	4.60193	1	YNL337W
RTG3:MSN2	4.60282	31	BTN2:DOM34:DOS2:GDH3:HMRA2:HSP30:LYS20:MEI4:MTF1:PET100:PRP22:RLP7:SGE1:SHU2:STB4:TAF7:UPF3:YDR042C:YDR067C:YDR084C:YDR210WD:YEL010W:YGR050C:YGR071C:YGR272C:YJR011C:YKL071W:YLR302C:YMR178W:YNL134C:YOL159C
UGA3:HAP1	4.61378	12	BSC3:ERG26:MSR1:YDR544C:YER189W:YLR463C:YNL337W:YNL338W:YRF11:YRF12:YRF15:YRF16
UGA3:RLM1	4.6168	6	BSC3:MAK32:YCR018CA:YDR210WD:YLR463C:YRF15
PDR1:HAP4	4.61723	25	ATP19:BSC3:COS1:EGD2:MDM31:MSR1:YBL111C:YDR543C:YDR544C:YER188CA:YER189W:YHL049C:YIL002WA:YIL174W:YIL175W:YLL065W:YLL066C:YLR463C:YNL337W:YNL338W:YRF11:YRF13:YRF15:YRF16:YRF17
MOT3:MSN1	4.62534	1	MUC1
CAD1:MSN2	4.62925	17	AHP1:ATR1:CTT1:CYT2:DDR2:HSP12:MRS4:SOD2:SRX1:SSA1:TPS1:TPS2:TRX2:TSL1:YDR132C:YKL071W:YLR108C
CAT8:PIP2	4.63177	1	IDP2
NRG1:YER108C	4.63392	1	MUC1
RIM101:IXR1	4.64252	5	APT2:RPI1:YBL029W:YDR084C:YDR442W
STP1:LEU3	4.64684	10	BAP2:BAP3:ERG26:INH1:LEU2:MAK32:ORC3:SPO75:YCR018CA:YDR042C
RLM1:ROX1	4.64996	18	AMN1:BSC3:BUD22:CAF40:EGD2:HXT15:HXT16:MDM31:RPA34:SED1:SOR1:SOR2:SPS4:UTR2:YLR463C:YMR013WA:YOR315W:YRF15
YAP6:SUT1	4.65519	22	ACA1:APT2:ATR1:ERG26:FLO9:GAT2:GID8:HAP4:HXT16:MGA1:RPI1:RPS3:RSB1:SED1:SGA1:SOK2:SOR2:YBL029W:YDR442W:YIR020C:YOL159C:YPR148C
UGA3:RIM101	4.65704	7	ERG26:MAK32:SAC6:YCR018CA:YDR084C:YDR282C:YMR258C
GZF3:HAP1	4.65828	14	BSC3:ERG26:MSR1:YDR543C:YDR544C:YER189W:YLR463C:YNL337W:YNL338W:YRF11:YRF12:YRF13:YRF15:YRF16
DAT1:AFT2	4.66236	6	MSR1:YDR544C:YER189W:YNL337W:YRF11:YRF12
PPR1:PIP2	4.66345	3	BUB1:PEX7:YDR048C
RDS1:UGA3	4.67726	4	ADH7:YDR084C:YDR210WD:ZWF1
PDR1:XBP1	4.69084	16	ADH7:BSC3:HXT11:HXT9:MSR1:MUM2:YDR543C:YDR544C:YER189W:YLR463C:YNL337W:YNL338W:YRF11:YRF13:YRF15:YRF16
SWI4:CUP9	4.69175	10	APT2:GAC1:MRS1:MUC1:PTR2:SRP40:UTR2:YDR442W:YIR020C:YIR020WB
MBP1:YML081W	4.69189	3	MAK32:RPA34:YCR018CA
DAT1:RAP1	4.69546	7	BSC3:YDR544C:YLR463C:YNL338W:YRF11:YRF15:YRF16
CYC8:PHD1	4.70514	3	FLO1:FLO9:IME1
RIM101:ASH1	4.70778	7	AAD3:APT2:HXT6:SGA1:UTH1:YDR442W:YKR040C
HAP4:HAP1	4.7116	31	BSC3:COR1:COX13:COX4:COX5A:COX6:COX7:COX8:CYC1:CYT1:ERG26:MSR1:QCR10:QCR7:QCR9:RIP1:SOD2:YBL044W:YDR543C:YDR544C:YEL025C:YER189W:YGL193C:YLR463C:YNG1:YNL337W:YNL338W:YRF11:YRF13:YRF15:YRF16
UGA3:AFT2	4.7138	14	ADH7:EXO84:MSH5:MSR1:SIF2:VIK1:VPS55:YDR544C:YER189W:YNL337W:YPL251W:YRF11:YRF12:ZWF1
DAL80:MSS11	4.71772	3	ADH7:FOL1:SIP3
GAT1:MSN4	4.71797	29	CRM1:DOM34:DOS2:GUD1:HMRA2:LIN1:MEI4:MKC7:MTF1:REC104:RLP7:SLH1:STB4:TAF12:TAF7:UPF3:YBL104C:YDL237W:YDR042C:YDR067C:YDR084C:YDR210WD:YDR520C:YGR071C:YJR011C:YLR302C:YMR098C:YMR178W:YOL159C
SUT1:ASH1	4.7192	6	APT2:HXT6:PCK1:SED1:SGA1:YDR442W
YOX1:CRZ1	4.7192	1	ENA1
RPH1:MSN2	4.72827	16	BMH1:CUE4:DOS2:PRP22:SSA3:SSC1:TAH11:TPS1:TSL1:VPS52:YBL059W:YDR067C:YDR084C:YDR210WD:YLR302C:YML102CA
STP1:FZF1	4.74683	3	CSN9:YDR179WA:YIL002WA
RTG3:GZF3	4.7471	11	AAD3:ADH7:ENA1:HMRA2:MAK32:MRPL24:NOP16:RSM10:YCR018CA:YDR084C:YMR098C
MET32:YRR1	4.74908	3	BUB1:TCB3:YER134C
NRG1:RGT1	4.76341	3	HXT2:MIG3:YKR075C
NDT80:GZF3	4.76758	2	KRE11:YDR084C
CHA4:DAT1	4.76985	2	YER189W:YRF12
GAT1:DAL80	4.77874	10	CAN1:DAL2:DOS2:GZF3:LIN1:PRP3:REC104:YDR042C:YDR067C:YDR084C
PHD1:YKR064W	4.78468	1	HXT16
XBP1:IXR1	4.78652	5	APT2:RPI1:YBL029W:YDR442W:YKL044W
MIG1:PHD1	4.78793	12	FSP2:HAP4:HPA3:HXT12:HXT13:HXT2:HXT3:HXT9:SOR1:YEL070W:YIL171W:YIL172C
LEU3:CUP9	4.78927	4	CAF40:RPL7B:SED1:YJR100C
SFP1:YML081W	4.78927	1	RPA34
SRD1:MSN2	4.78927	2	PEX32:POP7
PDC2:STP1	4.79846	1	YDR042C
PDC2:XBP1	4.80307	1	HIM1
PDR1:GAL80	4.80769	1	YDR282C
STP4:MIG1	4.80769	1	HXT2
RTG3:THI2	4.82555	10	ARG3:CSN9:MAK31:MAK32:RML2:UPF3:YCR018CA:YDR179WA:YGR071C:YJR011C
MAL33:CST6	4.82625	2	YER189W:YRF12
MGA1:MSS11	4.83247	3	AAD3:ADH7:THG1
SOK2:RGM1	4.83325	6	COS1:YNL337W:YNL338W:YRF11:YRF16:YRF17
STP4:AFT2	4.83949	3	YER189W:YNL337W:YRF12
RPN4:YKR064W	4.84027	1	YBR137W
GAT1:MET28	4.84183	3	IZH3:MKC7:TAF12
RDS1:RTG1	4.84789	4	PEX32:POP7:YDR084C:YDR210WD
PDR3:NDT80	4.85672	1	YMR258C
SMP1:STP4	4.86618	2	YER189W:YNL337W
GLN3:GZF3	4.8669	13	DAL80:ENA1:ERG26:GAP1:IZH3:MAK32:MRPL24:NOP16:RSM10:UGA4:YCR018CA:YER189W:YRF12
PDR3:GZF3	4.87487	3	MRPL24:SYF1:YDR415C
THI2:FZF1	4.89117	2	CSN9:YDR179WA
RTG3:GLN3	4.89166	24	ARG3:ARG4:BAT2:COX9:CPA2:DAL2:ENA1:GNP1:IDP1:MAK32:MRPL24:NOP16:RSM10:SED1:SMT3:SPS2:TIP41:YCR018CA:YMR1:YOL159C:YPR038W:YPR039W:ZRT1:ZRT2
GLN3:ARG80	4.91279	6	ARG1:ARG3:CAR1:DIP5:MAK32:YCR018CA
RDS1:ARG81	4.92045	3	BUD27:EPL1:YDR084C
RDS1:STB5	4.94132	4	COY1:YDR084C:YER138C:YKL177W
STB5:HMS2	4.94315	4	BIR1:DAP2:YER138C:YJR088C
STP1:HMS1	4.94315	2	ERG26:YDR042C
MGA1:HMS2	4.94364	5	BIR1:RAD28:YDR031W:YJR054W:YJR088C
SWI5:GAT3	4.94367	14	COS1:IWR1:YBL111C:YDL114W:YDR543C:YER188CA:YER189W:YFL063W:YFL064C:YFL065C:YJL225C:YRF11:YRF13:YRF17
CUP2:HAP1	4.95294	1	SOD1
DAL80:YML081W	4.95785	1	YDR042C
SIP4:DAL80	4.96216	4	YER189W:YMR086CA:YMR087W:YRF12
YDR520C:HSF1	4.97141	2	PHM8:YER036C
MAL33:RGM1	4.9776	1	YER189W
NRG1:IXR1	4.98428	13	APT2:PHD1:RHO3:RPI1:SPS4:YAL064CA:YAL064W:YBL029CA:YBL029W:YDR442W:YKL044W:YKR075C:YOR315W
RTG3:YDR266C	4.98504	1	YER138C
FZF1:STB5	4.995	2	CSN9:YDR179WA
FZF1:RME1	4.99625	2	SFL1:YOR138C
GZF3:LEU3	4.99812	8	ERG26:MAK32:RNH202:YCR018CA:YER189W:YNL337W:YRF12:YRF16
HAC1:RIM101	5	3	IME1:MAK32:YCR018CA
TEC1:RGM1	5.0025	2	YER189W:YNL337W
YDR026C:CST6	5.005	1	ROT2
YDR266C:TOS8	5.01253	2	BIR1:YJR088C
GLN3:MET31	5.01364	9	EGD2:FZF1:MDM31:MRPL4:RIX7:SPS2:YLL033W:ZRT1:ZRT2
YAP6:PHD1	5.01401	49	ACA1:ATR1:CIN5:DFG16:FET4:FLO1:FLO10:FLO9:FSP2:GAT2:GCN4:GID8:HAP4:HXT12:HXT15:HXT16:HXT9:IME1:KTI12:MGA1:MRS1:MUC1:PET9:RHO3:RHO5:RPL43B:RPS3:SGA1:SOK2:SOR1:SPO20:SPO73:SYC1:UTR2:VAN1:XBP1:YBL029CA:YBL029W:YEL007W:YEL070W:YIL171W:YIL172C:YIR020C:YIR020WB:YJL217W:YML131W:YPR013C:YPR202W:YPR203W
PLM2:YPL230W	5.03271	1	YFL034W
HAC1:CST6	5.05305	1	YFR007W
RAP1:YPL230W	5.05305	1	YFL034W
ARG80:MCM1	5.05743	7	ARG5,6:CAR1:HOF1:PPN1:YDR210WD:YHP1:YMR031C
SUM1:YML081W	5.05816	1	YDR042C
STP4:HAP1	5.05902	3	YER189W:YNL337W:YRF12
XBP1:ZAP1	5.06265	4	YER189W:YNL337W:YRF11:YRF16
INO2:RGT1	5.06842	1	HXT3
GZF3:ROX1	5.07205	17	AAD3:ADH7:BSC3:MSR1:YBL109W:YBL111C:YBL112C:YBL113C:YDR543C:YDR544C:YLL065W:YLR463C:YNL337W:YNL338W:YRF11:YRF15:YRF16
STP1:CST6	5.07292	4	DOS2:PEX32:POP7:YDR067C
MIG3:GAT3	5.07356	1	YER189W
MIG1:MET28	5.0813	2	ATG9:BUD30
AZF1:RLM1	5.08776	4	HXT15:LYS9:RPA34:YHL041W
GAT1:NDT80	5.09164	3	POS5:YDR084C:YMR258C
SIP4:STB4	5.09164	2	DCP2:MLS1
HMRA1:RAP1	5.09597	3	HMLALPHA1:MATALPHA1:MATALPHA2
RDS1:ARR1	5.09683	2	AAD3:YDR210WD
SRD1:RCS1	5.09813	4	PEX32:POP7:VIK1:YPL251W
GTS1:YRR1	5.11247	1	YER138C
CIN5:AZF1	5.12012	13	BSC1:MRS1:MUC1:YAL037CA:YAL037W:YAP6:YBL029CA:YBL029W:YDR042C:YHL041W:YIR020C:YIR020WB:YPR013C
DAL81:DAL80	5.12032	15	CAN1:DAL2:DAL3:DAL4:DAL7:DUR1,2:DUR3:GAP1:GAT1:GDH1:PUT1:UGA1:UGA2:UGA4:YDR042C
INO2:SKO1	5.14315	3	FAA1:MOT3:YOR316CA
YKR064W:YAP1	5.14668	1	YHR048W
UGA3:ROX1	5.14968	15	ADH7:BSC3:MSR1:YBL109W:YBL111C:YBL112C:YBL113C:YDR544C:YLL065W:YLR463C:YNL337W:YNL338W:YRF11:YRF15:YRF16
PDC2:LEU3	5.16262	1	YDR042C
YAP6:MIG1	5.16617	18	APT2:ENA1:FSP2:GAC1:HAP4:HXT11:HXT12:HXT4:HXT8:HXT9:SOR1:SOR2:YDR442W:YEL070W:YIL171W:YIL172C:YJL216C:YOL157C
GTS1:HMS2	5.1733	2	YDR282C:YER138C
YAP6:IXR1	5.17722	13	APT2:MMT1:PHD1:RHO3:RPI1:RPL23A:SPS4:YBL029CA:YBL029W:YDR084C:YDR442W:YKL044W:YOR315W
DAT1:RLM1	5.17777	3	BSC3:YLR463C:YRF15
CYC8:YJL206C	5.17866	1	FLO1
SKO1:ROX1	5.17966	8	HSH49:SED1:SOK2:SPO20:YBL029CA:YBL029W:YOR318C:YPR013C
DAT1:ARR1	5.18672	1	HMRA2
RGM1:AFT2	5.19143	4	MSR1:YER189W:YNL337W:YRF11
ARO80:CHA4	5.20074	5	ARF2:HMLALPHA1:HMLALPHA2:YCL065W:YIL002WA
MAL33:MSS11	5.20156	2	AAD3:ADH7
RTG3:HMS1	5.21104	3	RML2:SPS2:YDR042C
UGA3:GLN3	5.22261	12	DAL2:ERG26:EXO84:MAK32:MRPL24:SIF2:UGA1:UGA4:YCR018CA:YER189W:YNR068C:YRF12
RPH1:ACE2	5.22466	12	BMH1:CPR1:CUE4:HOM2:MRPL4:RPA14:TSL1:YDR154C:YDR157W:YFR017C:YML102CA:ZWF1
UGA3:LEU3	5.23012	7	ERG26:MAK32:YCR018CA:YER189W:YNL337W:YRF12:YRF16
NRG1:PHD1	5.23699	53	ACA1:CIN5:DFG16:DIP5:FET4:FLO10:FLO9:FSP2:FTR1:GAT2:GID8:HAP4:HPA3:HXT12:HXT13:HXT15:HXT16:HXT2:HXT9:ICS2:ICY1:IME1:LSM5:MGA1:MRS1:MUC1:RHO3:RMI1:RPL43B:SGA1:SNQ2:SOK2:SOR1:SPO20:SPO73:SYC1:UTR2:XBP1:YAL064CA:YAL064W:YBL029CA:YBL029W:YDR010C:YEL070W:YIL056W:YIL171W:YIL172C:YIR020C:YIR020WB:YML131W:YPL025C:YPL230W:YPR013C
YER108C:SWI4	5.24109	1	MUC1
MIG3:PDR1	5.24383	2	YER189W:YFR017C
FZF1:ARR1	5.26315	1	VPS55
ASH1:CAT8	5.26592	1	PCK1
STP1:MSN2	5.27747	26	DOS2:HMRA2:LIN1:LYS20:MTF1:PET100:PEX32:POP7:PRP22:RCR2:REC104:SHU2:STB4:STE5:TAF7:UPF3:YDR042C:YDR067C:YDR084C:YDR098CA:YDR098CB:YDR102C:YGR071C:YJR011C:YLR302C:YOL159C
UGA3:NDT80	5.28541	2	YDR084C:YMR258C
THI2:RTG1	5.28708	5	MAK32:UPF3:YCR018CA:YGR071C:YJR011C
UGA3:CHA4	5.29548	5	MATALPHA1:MATALPHA2:YCR041W:YER189W:YRF12
ZAP1:ARG81	5.30363	2	EGD2:MDM31
IXR1:ROX1	5.30657	11	APT2:COX5B:RHO3:RPI1:RSM26:SPS4:YBL029CA:YBL029W:YDR442W:YJR100C:YOR315W
NDT80:HAL9	5.30785	2	YDR084C:YMR258C
MIG1:CAT8	5.31632	1	FBP1
MAL33:GAL4	5.31712	7	AAD3:ADH7:AFG2:VPS55:YER189W:YMR135WA:YRF12
STP4:YHP1	5.3182	3	BNR1:PEX18:POT1
THI2:HAC1	5.32623	2	MAK32:YCR018CA
UGA3:HAC1	5.32765	2	MAK32:YCR018CA
ADR1:DAT1	5.33428	3	PRP21:RCY1:YDR084C
HMRA2:YAP5	5.35618	2	MATALPHA1:MATALPHA2
SWI5:DAT1	5.36145	6	YDR543C:YER189W:YRF11:YRF12:YRF13:YRF17
YAP6:CIN5	5.3615	87	AAP1':ACA1:APT2:AQY2:ATR1:BET4:BSC1:BUD20:DDR48:FET4:FLO10:FLO9:FRE4:FSP2:GAC1:GAL2:GLY1:GRE2:HAP4:HMS2:HSP30:HXT11:HXT12:HXT16:HXT9:IES6:IME1:KEL2:KTI12:MAD2:MFA2:MGA1:MMT1:MRS1:MUC1:OYE2:PET9:PHD1:PHO81:RHO3:RHO5:ROX1:RPI1:RPL10:RPL43B:RPS3:RPS4A:RSB1:SBP1:SED1:SPO73:SPS4:STD1:TCB2:VAN1:VTC2:YBL029CA:YBL029W:YCR102C:YDR042C:YDR089W:YDR442W:YEL045C:YHR048W:YIL171W:YIL172C:YIR020C:YIR020WB:YJL171C:YJR011C:YJR146W:YKL044W:YLL053C:YLR125W:YLR412CA:YLR413W:YLR460C:YML131W:YMR172CA:YMR173WA:YNL146CA:YOL157C:YOR029W:YOR315W:YPR013C:YPR063C:YPS3
HMLALPHA2:GAL4	5.3648	2	HMLALPHA1:TRP1
STP4:MIG2	5.37345	1	HXT2
YJL206C:MCM1	5.37424	11	CCP1:FDH1:FDH2:GLY1:IES6:SAM3:YEL045C:YOR389W:YPL276W:YPL277C:YPL278C
CUP2:YAP1	5.37634	1	SOD1
ACE2:RGM1	5.3802	3	MSR1:YER188CA:YER189W
RIM101:PHD1	5.38331	22	ACA1:ATR1:FET4:FLO1:FLO9:FSP2:GAT2:GID8:HXT12:HXT15:HXT16:HXT6:HXT9:IME1:MGA1:SGA1:SPO20:YBL029W:YEL070W:YIL171W:YIL172C:YIR020C
NRG1:YAP6	5.38377	74	AAD3:ACA1:ADH7:APT2:CIN5:DFG16:ENA1:ENB1:ERG26:FET4:FLO10:FLO9:FRE4:FSP2:GAC1:GAT2:GAT4:GID8:GLY1:HAP4:HXT11:HXT12:HXT15:HXT16:HXT8:HXT9:IES6:IME1:MAK32:MGA1:MRS1:MUC1:PHD1:RHO3:RPI1:RPL43B:RSB1:RSM10:SED1:SFC1:SGA1:SOK2:SOR1:SOR2:SPO20:SPO73:SPS4:SYC1:TCB2:UTR2:XBP1:YBL029CA:YBL029W:YCR018CA:YDR042C:YDR442W:YEL045C:YEL070W:YGL157W:YIL171W:YIL172C:YIR014W:YIR020C:YIR020WB:YJL216C:YKL044W:YLR413W:YML131W:YMR258C:YOL157C:YOR050C:YOR315W:YPR013C:YPS3
WAR1:MET31	5.38793	1	AAR2
MIG2:CUP9	5.39859	3	HXT15:HXT16:YEL070W
ARG81:HAL9	5.39883	4	AAR2:YDL068W:YDL071C:YDR084C
HAC1:LEU3	5.40151	3	MAK32:YCR018CA:YFR007W
MGA1:ARR1	5.40443	3	AAD3:PET111:YER007CA
MOT3:ROX1	5.40522	16	ANB1:HXT15:HXT16:IDH1:MNT3:MRS1:MUC1:NCE103:RPI1:SED1:SGA1:SOR1:YEL070W:YIR020C:YIR020WB:YOR315W
